	diff_exp.Symbol	diff_exp.logFC	diff_exp.adj.P.Val
1	FAXDC2	0.776121621689876	9.27545414684077e-06
2	SLC13A3	0.90454799332482	1.64355362295263e-05
3	FILIP1L	0.859668325856184	2.94211316454709e-05
4	EDN1	1.1092781441877	2.94211316454709e-05
5	RAPGEF5	0.618714154297704	4.86185160282806e-05
6	LGALS8	0.954509424796518	8.16810016786408e-05
7	FILIP1L	0.908682321272189	8.16810016786408e-05
8	SLC13A3	0.769434122896398	8.16810016786408e-05
9	SDF2L1	-0.633824040225175	9.85905959477594e-05
10	LGALS8	0.728017160051549	9.85905959477594e-05
11	FGD4	0.624941387650847	0.000102645358297001
12	NA	1.12009057026474	0.000122643441900101
13	FNIP2	0.561551778214988	0.000123217654489217
14	EDN1	0.738903619347501	0.000123217654489217
15	RAB27A	-0.608087833011534	0.00018367810899537
16	NBR1	0.500774175842921	0.00018367810899537
17	PLPPR1	0.66121372392733	0.000219329004018363
18	TUBB6	-0.613770848512099	0.000245931160005781
19	HSPH1	-0.820661403874057	0.000252993320436644
20	LGALS8	0.857444089689296	0.000252993320436644
21	CTGF	0.698037266970853	0.000265258273492147
22	NA	-0.6414275711335	0.000282188883071105
23	CTDSPL	0.551940627824997	0.000439451424607185
24	ACSL1	-0.702477219661275	0.000454430939703291
25	MANF	-0.541185095162206	0.000481988496037279
26	MAOA	0.495635943740196	0.000517395149139821
27	FNIP2	0.452701826615404	0.000536943715582944
28	DUSP6	0.43621257386532	0.000536943715582944
29	HSPH1	-0.534952795936532	0.000578009788245749
30	SPRY1	0.511735662215303	0.000621525132979485
31	ANGPTL1	1.02051282682107	0.000621525132979485
32	MOCOS	-0.674067611405395	0.000636008319571973
33	NA	-0.431384381903084	0.000636008319571973
34	SLC13A3	0.915699842028724	0.000642694845158869
35	OSCAR	-0.74043098982716	0.000672025104599485
36	MAOA	0.680919797649806	0.000729831808109684
37	RAB27A	-0.54995830824018	0.000729831808109684
38	RBPMS	0.571579640195021	0.000729831808109684
39	FNIP2	0.456910323646954	0.000729831808109684
40	SPTLC3	0.680664746956426	0.00076031501022338
41	SLC13A3	0.854212622992224	0.000763619091428253
42	ZDHHC23	-0.600344803421561	0.000776992726848255
43	FAXDC2	0.538152601359645	0.000825287026501731
44	SGK1	0.66375871886699	0.000837033562336622
45	SSUH2	0.410030628242791	0.000969908634747671
46	LGALS8	0.483295504581676	0.000993929881154552
47	NA	-0.375703047135891	0.00099562597268039
48	MAOA	0.636062018306318	0.00099562597268039
49	LEO1	0.432160259264892	0.00099562597268039
50	TTL	-0.363649121344333	0.00099562597268039
51	TRIM15	0.457314432031886	0.00099562597268039
52	LGALS8	0.564376786005499	0.00099562597268039
53	HEG1	0.424531234200167	0.00099562597268039
54	PEA15	-0.396149111499339	0.00099562597268039
55	CTDSPL	0.538841263317692	0.00106442892451683
56	SESN3	0.83531538532976	0.00107989679955605
57	TRIQK	0.472563072441917	0.00109159491845003
58	MGST2	0.422142708236087	0.00109159491845003
59	SULT2A1	0.75420760864777	0.0011249281027976
60	FST	0.535495855814077	0.0011249281027976
61	NOA1	0.365965866539158	0.00129938567797409
62	DEPP1	1.02395243441329	0.00157294111147767
63	NA	0.646515693569247	0.00157294111147767
64	DUSP6	0.453365858642659	0.0016202731988391
65	ZNF277	0.38706506664279	0.0016202731988391
66	ANGPTL1	0.789076098759495	0.00167492154186615
67	MAP1B	-0.46805269927949	0.00167492154186615
68	ERBB3	0.381164521759099	0.00167492154186615
69	RAB27A	-0.424879936178023	0.00167492154186615
70	ITPRIPL1	-0.481661035000128	0.00167769657040039
