	diff_exp.Symbol	diff_exp.logFC	diff_exp.adj.P.Val
1	SDF2L1	1.05162275853781	0.000629231283966666
2	DDIAS	1.06757166748507	0.000659749849396465
3	NEMP1	0.716340438454549	0.000920341678789654
4	EDN1	-0.832358718497011	0.00129815294944081
5	MANF	0.888202612084386	0.00129815294944081
6	MCM10	1.47152994786683	0.00204005813710821
7	CRELD2	0.871392595898147	0.00228465046045758
8	SPC24	0.70277425731636	0.00261701125872517
9	ANGPTL1	-1.19036433901206	0.00277127907190825
10	SGK1	-0.854206538527097	0.00343171051618361
11	FANCD2	1.2656862299596	0.00343171051618361
12	ZWILCH	0.907885811054141	0.00343171051618361
13	SSUH2	-0.537313685365529	0.00344434455451471
14	NA	0.909410905966787	0.00364205445839231
15	POLQ	0.911305208656631	0.00364205445839231
16	COBLL1	-0.650250804863155	0.00364205445839231
17	KCNE3	0.627560798745848	0.00364205445839231
18	NA	0.755220637755209	0.00364205445839231
19	SULT2A1	-0.877592188885409	0.00389605555914828
20	BRCA1	1.44823061351719	0.00389605555914828
21	RMI2	1.31831061327756	0.00389605555914828
22	CEBPD	-0.533803399866683	0.00389605555914828
23	CENPH	0.956293537698496	0.00389605555914828
24	ARRB1	-0.752341260702948	0.00444412817131404
25	DUSP3	-0.421316047571109	0.00444412817131404
26	C18orf54	0.983650740505028	0.00444412817131404
27	DSCC1	0.893471259103956	0.00482074528873711
28	ANGPTL1	-1.12026312063943	0.00482074528873711
29	FZD5	-0.554388220027356	0.00500422552431489
30	MDK	0.550705373183373	0.00500422552431489
31	DNAJC3	0.532681701482547	0.005535222132319
32	FIGNL1	0.936049451629166	0.005535222132319
33	DTL	1.84249795648509	0.00557473905733588
34	CHGB	0.899797909975229	0.00557560883617783
35	EME1	0.447748104360008	0.00587516023264002
36	DOT1L	-0.561220566510288	0.00587516023264002
37	MAGI2	-0.557123087786832	0.00659527357723127
38	SP2-AS1	0.772756780289716	0.00718262295554104
39	CHAF1A	0.946650273511159	0.00718262295554104
40	SLC38A11	-0.875863599923072	0.00748590732948847
41	CENPN	0.746830196555338	0.00748590732948847
42	NA	-0.957746112433521	0.00748590732948847
43	NOA1	-0.42899364554833	0.00793338775339379
44	KLF4	-1.30599826972126	0.00793338775339379
45	CHML	0.526648125450909	0.00793338775339379
46	EDN1	-0.941134047151956	0.00793338775339379
47	NA	-1.03685905719909	0.00793338775339379
48	C1orf53	0.564938706800146	0.00847283147411571
49	HSPA5	0.718051270225501	0.00847283147411571
50	OPTN	-0.531696313746621	0.00847283147411571
51	CYP3A7-CYP3A51P	-0.5844683191489	0.00847283147411571
52	CCDC15	0.582801604191952	0.00847283147411571
53	SLC25A21-AS1	0.719119346356811	0.00847283147411571
54	HMGN2	0.607005182968613	0.00847283147411571
55	BLM	0.905557456797265	0.00998046554155359
56	BAAT	-0.569192079102341	0.00998046554155359
57	NA	-0.684446486791741	0.0100477748421783
58	LAMP3	1.15523199150679	0.0101833720825205
59	ARRB1	-0.613872807532153	0.0103213637002786
60	TRMT5	0.638352826156294	0.0103213637002786
61	KLB	-0.86603507638618	0.0103213637002786
62	PCGF3	-0.419733760031836	0.0103213637002786
63	NA	-0.716989898328486	0.0103213637002786
64	UNC5B	1.05671712676608	0.0103213637002786
65	KALRN	-0.706684481515672	0.0103213637002786
66	CHEK1	0.600454682613035	0.0103213637002786
67	WSB2	-0.541933358164309	0.0103213637002786
68	STIMATE	0.410913723729455	0.0103213637002786
69	SPTLC3	-0.562832870464227	0.0103213637002786
70	PIGK	0.482043584292119	0.0103213637002786
71	BTG3	-0.632997284136043	0.0104954711931649
72	CALR	0.564131114254699	0.0111597639594194
73	POP5	0.514930444477731	0.0111597639594194
74	DYNC2H1	0.649527593439632	0.0114416252696277
75	CDC6	1.28428695035412	0.0120254159679938
76	RAD51AP1	1.53540321572788	0.0120254159679938
77	NA	0.79228728361694	0.0122291404928142
78	BRIP1	1.51609493810622	0.012526336348657
79	SIAE	0.562400825195444	0.013123516782917
80	NA	-0.650731884130171	0.0137984320097313
81	NA	0.541108222630448	0.0141536994261712
82	CHD2	-0.432648614421407	0.014543290921853
83	ZNF704	-0.491342841219629	0.014543290921853
84	PLK4	1.16722443617072	0.014543290921853
85	C11orf1	0.447054433252567	0.0150122439264548
86	NA	0.612358064868862	0.0150122439264548
87	SHCBP1	1.11628158812787	0.0150122439264548
88	NA	0.665562755904679	0.0155112583401037
89	SLC6A6	-0.671808695396844	0.0155642155936389
90	CDK1	1.18996930273766	0.0155642155936389
91	SERPINC1	0.657509432316809	0.0155642155936389
92	NA	-0.466832326051728	0.0155642155936389
93	KLHL14	-0.585581816301414	0.0155642155936389
94	RPL22L1	0.505306435497952	0.0157896989973386
95	ZNF107	0.875276684626083	0.0157896989973386
96	RAD18	0.781545404480405	0.0159989219141061
97	TMTC2	-0.629634233823469	0.0159989219141061
98	LARP6	0.739744037526105	0.0162405949055166
99	SERPINC1	0.673535032670252	0.0164047300648951
100	RNASEH2B	0.612362207681978	0.0164047300648951
101	PTEN	-0.475755069557179	0.0164047300648951
102	NA	-0.906893249565034	0.0164047300648951
103	NA	-0.586680636119983	0.0164047300648951
104	NA	0.420851271286378	0.0166163445067667
105	FRY	-0.859054165033107	0.01665016030175
106	PLCXD1	-0.626510054696359	0.01665016030175
107	GIHCG	0.623854311672	0.01665016030175
108	LDLR	-0.565775760291605	0.01665016030175
109	PDXDC1	-0.539450899882853	0.01665016030175
110	FAXDC2	-0.45195420897446	0.01665016030175
111	YY1	-0.511780838204828	0.01665016030175
112	NT5E	-0.619982963922627	0.01665016030175
113	RFC3	0.914964043928883	0.01665016030175
114	DHFR	0.783830457811935	0.0169073278960469
115	RHOU	-0.428967620659651	0.0169073278960469
116	DUSP10	-0.548515607750533	0.0170175154103307
117	MYBL1	1.06692214225371	0.0171218868657543
118	PPARA	-0.428114835714176	0.0187459600146845
119	SLC6A14	-1.03463654666874	0.0187459600146845
120	LTBP3	-0.446068737953731	0.0187649844084089
121	TOP2A	0.830566048976835	0.0187649844084089
122	NA	0.529237344703393	0.0187649844084089
