	diff_exp.Symbol	diff_exp.logFC	diff_exp.adj.P.Val
1	PRR11	1.20658928751969	2.25639817398095e-06
2	ASPM	1.32079315689304	2.25639817398095e-06
3	CCDC15	0.920300672969934	1.12582059751958e-05
4	TOP2A	1.40047491792666	2.54303551731748e-05
5	SLC6A4	0.872813720971301	4.68466388678365e-05
6	IGFBP3	1.51714785617492	4.68466388678365e-05
7	CDC25B	0.768222917192385	5.35175900270106e-05
8	PLPPR1	0.770173912486415	5.35175900270106e-05
9	ASPM	1.28476162779652	5.35175900270106e-05
10	NEMP1	0.684004794107309	5.35175900270106e-05
11	CENPN	0.969083934484606	5.35175900270106e-05
12	SPC24	0.758457827068312	5.35175900270106e-05
13	FANCD2	1.41888744674402	5.35175900270106e-05
14	NA	0.748146068179949	5.35175900270106e-05
15	F10	0.648921148189665	5.35175900270106e-05
16	MAOA	0.661864877116062	5.35175900270106e-05
17	RHOQ	-1.01992978598434	5.64137841819892e-05
18	AURKA	0.816441027795709	5.64137841819892e-05
19	SLC13A3	0.914740510402061	5.91838666963495e-05
20	CENPU	1.48076486708027	5.91838666963495e-05
21	SPTLC3	0.749539322138952	5.91838666963495e-05
22	SGO2	0.927398254728123	7.11961872518812e-05
23	CYGB	1.0115897568217	7.11961872518812e-05
24	FGD4	0.792639021167833	7.11961872518812e-05
25	ACSF2	0.817169297061799	7.11961872518812e-05
26	CDT1	1.24801796275001	7.11961872518812e-05
27	DDIAS	0.90966884891659	7.11961872518812e-05
28	MYBL1	1.49308359924121	7.11961872518812e-05
29	GCLM	-0.83937720458996	7.11961872518812e-05
30	NEK2	1.09818751765266	7.11961872518812e-05
31	SESN3	1.05353342179074	7.26553136138822e-05
32	NA	1.03907263613648	7.64461634339331e-05
33	SLC40A1	0.751111948269157	8.38069828381773e-05
34	NA	0.850316970898294	8.38069828381773e-05
35	NA	1.01581536921852	9.31617052535073e-05
36	LDHD	0.700777515630436	9.31617052535073e-05
37	ZNF107	1.16053853252974	9.31617052535073e-05
38	NA	0.809470874147723	9.31617052535073e-05
39	CDC25C	1.20184490889566	9.62154551570892e-05
40	C18orf54	1.06707842282023	0.000104653712305566
41	TOP2A	1.2437171123874	0.000123997868794259
42	CRIM1-DT	0.759880149212967	0.000123997868794259
43	NA	-0.643849337881007	0.000130867070843245
44	EIF5A	-0.694190491454561	0.000130867070843245
45	CENPF	0.962145481968647	0.000130867070843245
46	IQGAP3	1.29190207063934	0.00013301346120412
47	DIAPH3	1.10641832566104	0.00013301346120412
48	POLQ	0.917350548536353	0.000140504351303217
49	SLC6A4	0.660304164873312	0.000140504351303217
50	SMC4	0.721636332042772	0.000140504351303217
51	FXYD1	1.2794784361322	0.000140504351303217
52	BPHL	0.48668961182694	0.000166915089503914
53	FANCI	1.18100211813823	0.000166915089503914
54	RMI2	1.33789025119179	0.000166915089503914
55	TTK	1.34131417377	0.000166915089503914
56	LGSN	1.13327351418396	0.000166915089503914
57	RHOBTB1	0.696488721165548	0.000166915089503914
58	ALDH6A1	0.527464128592183	0.000166915089503914
59	CEP55	1.0898947094916	0.000166915089503914
60	RACGAP1	1.14686078645157	0.000166915089503914
61	PNO1	-0.722157953331146	0.000166915089503914
62	HJURP	1.09483746547003	0.000166915089503914
63	CENPH	0.961820023467119	0.000166915089503914
64	BIRC5	1.09204516032745	0.000166915089503914
65	AREG	-1.64247689169066	0.000175456485063979
66	CENPE	0.980395123139839	0.000183675723408348
67	GAS2L3	0.978153835748923	0.00020209273609491
68	DHFR	0.973452701286652	0.00020209273609491
69	HSD17B6	1.10061586453476	0.00020209273609491
70	KIF11	1.21632023556557	0.000203710376406615
71	CES1	0.779337874316825	0.00020402589441099
72	SHCBP1	1.3369943402787	0.000206719058949877
73	VARS	-0.594916586304231	0.000206719058949877
74	NCAPG	1.33010168550581	0.000206719058949877
75	NA	0.797792268807724	0.000207965580420671
76	CBX5	0.757364546801955	0.000208268624039021
77	FIGNL1	0.960010877187027	0.000213813097606538
78	FANCI	1.43823666140979	0.000213813097606538
79	NA	0.805991700108397	0.000225456218215004
80	SGO2	0.979429484108418	0.000228125127426712
81	PIGZ	1.1306187841083	0.000228125127426712
82	KIF14	1.07623708525789	0.000231445544466865
83	KCNE3	0.594086184466944	0.000232658102562407
84	KIF2C	1.2610639732283	0.000234966050339803
85	FAXDC2	0.546334130970057	0.000234966050339803
86	MND1	1.36147552422058	0.000240429026558137
87	TNNC1	1.01500131968048	0.000243564322989919
88	LINC01186	0.691436132182774	0.000243564322989919
89	TAGLN	-0.655408152002192	0.000243564322989919
90	CRYBG1	0.521716738947204	0.000243564322989919
91	CDK1	1.39843894492513	0.000243564322989919
92	SORT1	0.448156761797631	0.000243564322989919
93	HMMR	1.30574705620086	0.000244120882353886
94	SULT1C2	0.772335979707566	0.000244120882353886
95	RAD54L	0.790945063104563	0.000265364315792888
96	LRRC59	-0.56270356062734	0.000265364315792888
97	LRCH1	0.613268055978271	0.000268851351146624
98	NA	1.56509824441856	0.000270058420974131
99	RHOQ	-0.687633566478865	0.000270058420974131
100	EFCAB12	0.737807920580031	0.000270058420974131
101	RBKS	0.752081771643704	0.000270058420974131
102	FAM111A	0.644809497485862	0.000270205736014619
103	NA	0.635286129938073	0.00027449722286854
104	KIF4A	1.13260338339674	0.00027449722286854
105	BLM	0.973050808233027	0.00027449722286854
106	CENPJ	0.880147057502018	0.000276644194165051
107	BIRC5	1.03112948165652	0.000284859164423468
108	NA	0.70425867148373	0.000284859164423468
109	SYNE2	0.73362762068905	0.000286133684161206
110	TOP2A	1.04360981035332	0.000293940138485245
111	BRIP1	1.68631902369994	0.000297417982321238
112	NA	0.745088089756062	0.00030701014077094
113	GAS2L3	0.933859632638471	0.000311193930822767
114	KNTC1	0.905037456631327	0.000311193930822767
115	NA	0.883651495361165	0.000311193930822767
116	AIFM2	-0.574082442468302	0.000311193930822767
117	CCNA2	1.10685585850504	0.000314340104416388
118	CPVL	0.623479178527863	0.00032221047965355
119	DSCC1	0.850970985745047	0.00032221047965355
120	BRCA1	1.33770396491491	0.000325387203920465
121	KCTD15	-0.541343789481192	0.000326612121956701
122	ZWILCH	0.795273755811704	0.000326612121956701
123	PSME3	-0.7142707159637	0.000326612121956701
124	PLK4	1.30180101738204	0.000328322645009929
125	PTEN	0.506236832285148	0.000328322645009929
126	FREM1	0.560025128535069	0.000328322645009929
127	RHOQ	-0.782912511884716	0.000331370812132196
128	ZGRF1	1.16007000895454	0.000332318126185192
129	CENPN	0.925719086958519	0.000337423803018703
130	DTL	1.77633453404326	0.000338281112772195
131	DCDC2	0.808205732821273	0.000338281112772195
132	AURKA	0.858366685851046	0.000338281112772195
133	ERMP1	0.628768247620823	0.000347355778809632
134	GTSE1	1.09375745057527	0.000347355778809632
135	LOC100506100	0.826680515433116	0.000349170997032168
136	NA	0.625564259117023	0.000349435056608657
137	EMP2	0.56626545196	0.000359708710643385
138	DHFR	1.12412672249189	0.000359708710643385
139	PCLAF	1.33782099514519	0.000360031574590405
140	NA	0.805309402285042	0.000373110048906633
141	NA	0.616858738446131	0.000373110048906633
142	NCAPG	1.34062252471199	0.000384703876813185
143	DEPDC1	0.823065207252875	0.000384703876813185
144	WARS	-0.810467444652023	0.000385446630704634
145	PSMD12	-0.44338312452812	0.000385713120181378
146	MID1	0.822633943445264	0.000393315997503852
147	PRC1	1.10013444006613	0.000412571335251768
148	IGIP	0.453430882485605	0.000412571335251768
149	NDC80	1.13115698286267	0.000412571335251768
150	LOC100506405	0.853484831631973	0.000412571335251768
151	NA	0.463353239392856	0.000412571335251768
152	SPAG5	1.1095026339275	0.000412571335251768
153	NUF2	1.2286530484498	0.000420844175522908
154	NA	0.613114861106139	0.000423092057809768
155	ATAD2	0.576740637541573	0.000428182243336873
156	CRIP1	1.07914698388351	0.000429181776764027
157	MCM10	1.15060747641159	0.000429181776764027
158	CCNB1	0.912448303668109	0.000429181776764027
159	DEPDC1	0.758162952292041	0.000429181776764027
160	CADM1	0.537757594675196	0.000429181776764027
161	PSME3	-0.719509789704326	0.000429181776764027
162	NA	0.500428997864212	0.000429181776764027
163	ADD3	0.401390802597901	0.000429181776764027
164	NBAS	0.484455780427655	0.000434278186739952
165	FGGY	0.522796633124305	0.000439338678064707
166	LPCAT1	0.589066043047066	0.000439887707001301
167	TMEM62	0.561620871144396	0.000439887707001301
168	CPS1	0.523337265808593	0.00044218312574711
169	CCDC15	1.27276652936418	0.000457546742028646
170	FKBP4	-0.563300172275572	0.000457827372178348
171	CEP152	0.767975807227206	0.000468918542219792
172	TTR	0.685223321264139	0.000468918542219792
173	ATP8A1	0.745007332454306	0.000484054549461008
174	BARD1	0.673900749906925	0.000485038646502099
175	HSDL2	0.430840608594501	0.000485287129286886
176	DHFR	1.03912809331845	0.000488204766312617
177	CDCA5	1.1165127748379	0.000488204766312617
178	NA	0.769607304256805	0.000488204766312617
179	PLA2G15	0.424737990145774	0.000488204766312617
180	C1QBP	-0.458492361734973	0.000492641459048285
181	GPX8	1.28556632191482	0.00051145400506614
182	TRAPPC6A	0.44528141282073	0.000521765912195855
183	TRIM10	0.460752325638154	0.000522537561291731
184	NA	-0.73831738864736	0.000535582316807829
185	POC1A	0.61394863060178	0.000542552057535106
186	NEIL3	1.17338602188016	0.000542552057535106
187	SULT1C2	0.960545600239237	0.000542552057535106
