	diff_exp.Symbol	diff_exp.logFC	diff_exp.adj.P.Val
1	NA	-0.800034731077949	0.0112179526341523
2	PTPRN2	-0.596256595331445	0.0112179526341523
3	HIST1H2BC	-0.756156896952548	0.0112179526341523
4	FOS	1.32051972016986	0.0128836436780394
5	CKAP2L	0.705896674621632	0.0160257977859623
6	SLC1A4	-0.584092634236612	0.0160552620555911
7	NT5E	-0.570523588683782	0.0277629454008648
8	CSTA	-0.887407272756655	0.0277629454008648
9	NA	-0.435979244033604	0.0281603852436103
10	TST	-0.333883390991124	0.0281603852436103
11	ALDH1L2	-0.780727082311987	0.0281603852436103
12	CHEK2	0.528756369153903	0.0445519367207265
13	SOAT1	-0.303416538670476	0.0448608056328286
14	DEPDC1	0.617562736525838	0.0448608056328286
15	INHBE	-0.936218274224408	0.0448608056328286
16	IER3	0.590929093196258	0.0448608056328286
17	MAP3K9	-0.409434088979716	0.0461670232157426
18	NA	-0.471234365794046	0.0463271748897189
19	IRS1	-0.595869668275969	0.0463271748897189
20	NA	-0.581116909143607	0.0463271748897189
21	NEK2	0.635651366323742	0.0463271748897189
22	MTPAP	0.246124506955662	0.0463271748897189
23	LRIG2	-0.511704207618042	0.0463271748897189
24	SLC1A4	-0.406323192702737	0.0463271748897189
25	CENPE	0.650686401222164	0.0463271748897189
26	SAPCD2	0.47402385639738	0.0463271748897189
27	NA	-0.448676891229293	0.0463271748897189
28	PGM2L1	-0.380566945513556	0.0463271748897189
29	GART	-0.632210504851319	0.0463271748897189
30	JUN	0.587883249901725	0.0463271748897189
