Source Name	Strain	Biological Replicate	Compound	Compound Class	Control	Sample Match	Dose	Dose Unit	Dose Duration	Dose Duration Unit	Vehicle	Mechanisms
UCD_03_1_6_W_1_1	RPTEC/TERT1	1	untreated	whole cell	TRUE		N/A	N/A	6	hour
UCD_03_1_6_W_2_1	RPTEC/TERT1	2	untreated	whole cell	TRUE		N/A	N/A	6	hour
UCD_03_1_6_W_3_1	RPTEC/TERT1	3	untreated	whole cell	TRUE		N/A	N/A	6	hour
UCD_03_1_24_W_1_1	RPTEC/TERT1	1	untreated	whole cell	TRUE		N/A	N/A	24	hour
UCD_03_1_24_W_2_1	RPTEC/TERT1	2	untreated	whole cell	TRUE		N/A	N/A	24	hour
UCD_03_1_24_W_3_1	RPTEC/TERT1	3	untreated	whole cell	TRUE		N/A	N/A	24	hour
UCD_03_1_72_W_1_1	RPTEC/TERT1	1	untreated	whole cell	TRUE		N/A	N/A	72	hour
UCD_03_1_72_W_2_1	RPTEC/TERT1	2	untreated	whole cell	TRUE		N/A	N/A	72	hour
UCD_03_1_72_W_3_1	RPTEC/TERT1	3	untreated	whole cell	TRUE		N/A	N/A	72	hour
UCD_03_3_6_W_1_1	RPTEC/TERT1	1	chlorothalonil	whole cell	FALSE	UCD_03_1_6_W_1_1	100	nanomolar	6	hour
UCD_03_3_6_W_2_1	RPTEC/TERT1	2	chlorothalonil	whole cell	FALSE	UCD_03_1_6_W_2_1	100	nanomolar	6	hour
UCD_03_3_6_W_3_1	RPTEC/TERT1	3	chlorothalonil	whole cell	FALSE	UCD_03_1_6_W_3_1	100	nanomolar	6	hour
UCD_03_3_24_W_1_1	RPTEC/TERT1	1	chlorothalonil	whole cell	FALSE	UCD_03_1_24_W_1_1	100	nanomolar	24	hour
UCD_03_3_24_W_3_1	RPTEC/TERT1	3	chlorothalonil	whole cell	FALSE	UCD_03_1_24_W_3_1	100	nanomolar	24	hour
UCD_03_3_24_W_3_1	RPTEC/TERT1	3	chlorothalonil	whole cell	FALSE	UCD_03_1_24_W_3_1	100	nanomolar	24	hour
UCD_03_3_72_W_1_1	RPTEC/TERT1	1	chlorothalonil	whole cell	FALSE	UCD_03_1_72_W_1_1	100	nanomolar	72	hour
UCD_03_3_72_W_2_1	RPTEC/TERT1	2	chlorothalonil	whole cell	FALSE	UCD_03_1_72_W_2_1	100	nanomolar	72	hour
UCD_03_3_72_W_3_1	RPTEC/TERT1	3	chlorothalonil	whole cell	FALSE	UCD_03_1_72_W_3_1	100	nanomolar	72	hour
