Source Name	Strain	Biological Replicate	Compound	Compound Class	Control	Sample Match	Dose	Dose Unit	Dose Duration	Dose Duration Unit	Vehicle	Mechanisms
UCD_1_1_6_M_1_1	RPTEC/TERT1	1	untreated	media	TRUE		N/A	N/A	6	hour
UCD_1_1_6_M_2_1	RPTEC/TERT1	2	untreated	media	TRUE		N/A	N/A	6	hour
UCD_1_1_6_M_3_1	RPTEC/TERT1	3	untreated	media	TRUE		N/A	N/A	6	hour
UCD_1_1_24_M_1_1	RPTEC/TERT1	1	untreated	media	TRUE		N/A	N/A	24	hour
UCD_1_1_24_M_2_1	RPTEC/TERT1	2	untreated	media	TRUE		N/A	N/A	24	hour
UCD_1_1_24_M_3_1	RPTEC/TERT1	3	untreated	media	TRUE		N/A	N/A	24	hour
UCD_1_1_72_M_1_1	RPTEC/TERT1	1	untreated	media	TRUE		N/A	N/A	72	hour
UCD_1_1_72_M_2_1	RPTEC/TERT1	2	untreated	media	TRUE		N/A	N/A	72	hour
UCD_1_1_72_M_3_1	RPTEC/TERT1	3	untreated	media	TRUE		N/A	N/A	72	hour
UCD_1_4_6_M_1_1	RPTEC/TERT1	1	nifedipine	media	FALSE	UCD_1_1_6_M_1_1	10	millimolar	6	hour
UCD_1_4_6_M_2_1	RPTEC/TERT1	2	nifedipine	media	FALSE	UCD_1_1_6_M_2_1	10	millimolar	6	hour
UCD_1_4_6_M_3_1	RPTEC/TERT1	3	nifedipine	media	FALSE	UCD_1_1_6_M_3_1	10	millimolar	6	hour
UCD_1_4_24_M_1_1	RPTEC/TERT1	1	nifedipine	media	FALSE	UCD_1_1_24_M_1_1	10	millimolar	24	hour
UCD_1_4_24_M_2_1	RPTEC/TERT1	2	nifedipine	media	FALSE	UCD_1_1_24_M_2_1	10	millimolar	24	hour
UCD_1_4_24_M_3_1	RPTEC/TERT1	3	nifedipine	media	FALSE	UCD_1_1_24_M_3_1	10	millimolar	24	hour
UCD_1_4_72_M_1_1	RPTEC/TERT1	1	nifedipine	media	FALSE	UCD_1_1_72_M_1_1	10	millimolar	72	hour
UCD_1_4_72_M_2_1	RPTEC/TERT1	2	nifedipine	media	FALSE	UCD_1_1_72_M_2_1	10	millimolar	72	hour
UCD_1_4_72_M_3_1	RPTEC/TERT1	3	nifedipine	media	FALSE	UCD_1_1_72_M_3_1	10	millimolar	72	hour
